Name,Навчається.очно,Навчається.дистанційно,Навчається.змішано,total,offline_percent,online_percent,hybrid_percent,color,ADMIN_1,ADMIN_2,COD_2_2
Колодіївський заклад загальної середньої освіти І - ІІІ ступенів Скалатської міської ради Тернопільської області,"204","1","0","205","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Почапинський ліцей Підгороднянської сільської ради ,"263","1","0","264","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Вишнівецький ліцей Вишнівецької селищної ради Кременецького району Тернопільської області,"319","1","0","320","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Підволочиський ліцей імені Івана Франка Підволочиської селищної ради Тернопільської області,"414","0","1","415","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Тернопільська спеціалізована школа І-ІІІ ступенів №17 імені Володимира Вихруща з поглибленим вивченням іноземних мов Тернопільської міської Ради Тернопільської області ,"637","1","0","638","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"ТЕРНОПІЛЬСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №14 
ІМ. Б. ЛЕПКОГО ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ","952","0","1","953","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Комунальний заклад ""Білянська гімназія  Турбівської селищної ради Вінницького району Вінницької області""","26","0","0","26","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Бережанський ліцей №1 Бережанської міської ради Тернопільської області,"717","0","0","717","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Жуківський ліцей  ім.Б.Лепкого Бережанської міської ради Тернопільської області,"101","0","0","101","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Куропатницький ліцей Бережанської міської ради Тернопільської області,"158","0","0","158","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Мечищівський ліцей Саранчуківської сільської ради,"84","0","0","84","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Нараївський заклад загальної середньої освіти І-ІІІ ступенів Нараївської сільської ради,"97","0","0","97","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Потуторський ліцей Бережанської міської ради Тернопільської області,"93","0","0","93","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Саранчуківський ліцей Саранчуківської сільської ради,"115","0","0","115","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Слов'ятинський ліцей
Саранчуківської сільської ради","96","0","0","96","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Божиківська гімназія Саранчуківської сільської ради,"49","0","0","49","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Біщівська гімназія Бережанської міської ради Тернопільської області,"53","0","0","53","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Котівська початкова школа  Саранчуківської сільської ради,"11","0","0","11","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Лапшинська гімназія Нараївської сільської ради,"39","0","0","39","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
ЛІТЯТИНСЬКА ГІМНАЗІЯ САРАНЧУКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ,"59","0","0","59","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Надрічнянська гімназія Бережанської міської ради Тернопільської області,"71","0","0","71","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Підвисоцька початкова школа Нараївської сільської ради,"15","0","0","15","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Волицька початкова школа Нараївської сільської ради ,"18","0","0","18","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Жовнівська філія Потуторського ліцею Бережанської міської ради Тернопільської області,"12","0","0","12","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Мушкатівська гімназія Борщівської міської ради,"84","0","0","84","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІІ ступенів села Постолівка Чортківського району Тернопільської області ,"107","0","0","107","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Заклад загальної середньої освіти ""Вищелуб'янська гімназія"" Збаразької міської ради Тернопільської області","85","0","0","85","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
 Добромірківська початкова школа Збаразької міської ради Тернопільської обл.,"10","0","0","10","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Заклад  загальної  середньої  освіти ""Красносільська  гімназія"" Збаразької  міської  ради","38","0","0","38","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Заклад загальної середньої освіти «Травневська гімназія імені Назарія Войтовича» Збаразької міської ради Тернопільської області,"37","0","0","37","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Заклад загальної середньої освіти ""Шимковецька гімназія"" Збаразької міської ради Тернопільської області","55","0","0","55","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Гніздичненський ліцей Збаразької міської ради Тернопільської області,"120","0","0","120","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Залужанський ліцей Збаразької міської ради Тернопільської області,"195","0","0","195","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Зарудянський ліцей Збаразької міської ради Тернопільської області,"114","0","0","114","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Збаразький ліцей №2 імені Івана Франка Збаразької міської ради Тернопільської області,"530","0","0","530","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Нижчелуб'янківський ліцей Збаразької міської ради Тернопільської області,"65","0","0","65","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Романовоселівська гімназія Байковецькоїї сільської ради Тернопільського району Тернопільської області,"61","0","0","61","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Черниховецький ліцей  Збаразької міської ради Тернопільської області,"158","0","0","158","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Зборівська державна українська гімназія ім. Романа Завадовича ,"140","0","0","140","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Спеціалізована загальноосвітня школа I-III ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільського району Тернопільської області,"303","0","0","303","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІІ ступенів №1 м. Зборова Зборівського району Тернопільської області,"438","0","0","438","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІІ ступенів №2 м. Зборова Зборівського району Тернопільської області,"440","0","0","440","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Висиповецька гімназія з дошкільним підрозділом ,"83","0","0","83","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Гає-Розтоцький навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" ім. Казимира Патриляка Тернопільського району Тернопільської області","292","0","0","292","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Зарудянська гімназія Зборівської міської ради Тернопільської області,"59","0","0","59","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІІ ступенів с. Загір'я  Тернопільського району Тернопільської області ,"143","0","0","143","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
КОБЗАРІВСЬКА ГІМНАЗІЯ ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ,"43","0","0","43","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІІ ступенів с.Мильного Тернопільського району Тернопільської області,"85","0","0","85","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Млиновецька гімназія Зборівської міської ради Тернопільського району Тернопільської області,"78","0","0","78","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Комунальний заклад ""Мшанецька загальноосвітня школа І-ІІІ  ступенів Білецької сільської ради Тернопільського району Тернопільської області""
","154","0","0","154","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
загальноосвітня школа І-ІІІ ступенів с. Олієва Зборівського  району Тернопільської області,"128","0","0","128","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІІ ступенів с. Перепельників Зборівського району Тернопільської області,"40","0","0","40","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Чернихівська загальноосвітня школа I-III ступенів Тернопільської міської ради Тернопільської області,"63","0","0","63","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Богданівська гімназія Тернопільського  району Тернопільської області,"59","0","0","59","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Початкова школа села Годів Зборівської міської ради Тернопільського району Тернопільської області,"6","0","0","6","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Жабинська гімназія Зборівської міської ради Тернопільського району Тернопільської області,"37","0","0","37","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
КУРІВЕЦЬКА ГІМНАЗІЯ ІМЕНІ МИКОЛИ БЕНЦАЛЯ ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ,"34","0","0","34","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Осташівська гімназія з дошкільним підрозділом ім. Мартина Барвінського Тернопільського району Тернопільської області,"59","0","0","59","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Підберізецька філія І ступеня  спеціалізованої загальноосвітньої школи І-ІІІ ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільського району Тернопільської області,"20","0","0","20","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Пліснянська гімназія  Зборівської міської ради Тернопільського району Тернопільської області,"49","0","0","49","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа I-II ступенів села Ратищів Тернопільського району Тернопільської області,"40","0","0","40","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІ ступенів с. Розгадова Зборівського району Тернопільської області,"25","0","0","25","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Загальноосвітня школа І-ІІ ступенів. с.Серетця Тернопільського району Тернопільської області,"38","0","0","38","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Цебрівська гімназія Тернопільського району Тернолільської області,"71","0","0","71","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Ярчовецька гімназія Зборівської міської ради Тернопільської області,"87","0","0","87","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Гаї-за-Рудівська філія І ступеня спеціалізованої загальноосвітньої школи І-ІІІ ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільського району Тернопільської області,"15","0","0","15","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Початкова школа  села Гарбузів Зборівської міської ради Тернопільської області,"23","0","0","23","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Піщанська філія І ступеня спеціалізованої загальноосвітньої школи І-ІІІ ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільського району Тернопільської області,"7","0","0","7","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
 Чистопадівська філія І ступеня спеціалізованої загальноосвітньої школи І-ІІІ ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільського району Тернопільської області,"9","0","0","9","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Чорнолісівська філія І ступеня спеціалізованої загальноосвітньої школи І-ІІІ ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільського району Тернопільської області,"8","0","0","8","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Августівська загальноосвітня школа І-ІІ ступенів,"34","0","0","34","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Будилівська початкова школа
Козівської селищної ради","10","0","0","10","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Великоходачківський ліцей, Підгороднянської сільської ради","125","0","0","125","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Городищенський ліцей Козівської селищної ради ,"183","0","0","183","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Глинська гімназія Козівської селищної ради ,"54","0","0","54","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Конюхівський ліцей Козівської селищної ради  ,"148","0","0","148","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Олесинська гімназія Козівської селищної ради,"48","0","0","48","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Ценівська гімназія Козівської селищної ради,"72","0","0","72","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Бишківська початкова школа Козівської селищної ради,"9","0","0","9","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Вівсянська гімназія Козівської селищної ради,"60","0","0","60","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Великоплавучанський навчально-виховний комплекс ""Загальноосвітній навчальний заклад  І - ІІ ступенів - дошкільний навчальний заклад""","26","0","0","26","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Денисівська гімназія імені Іванни Блажкевич Купчинецької сільської ради ,"64","0","0","64","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Золотослобідська гімназія  Козівської селищної  ради ,"55","0","0","55","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Ішківська гімназія  Купчинецької сільської ради ,"32","0","0","32","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Кривенська гімназія   Козівської селищної ради ,"32","0","0","32","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Таурівська гімназія Козлівської селищної ради,"26","0","0","26","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Яструбівська гімназія Купчинецької сільської ради,"50","0","0","50","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Геленківська філія  Козівського ліцею №1 Козівської селищної ради,"10","0","0","10","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Заклад загальної середньої освіти ""Карначівська гімназія"" Збаразької міської ради Тернопільської області","47","0","0","47","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Висоцький заклад загальної середньої освіти I-III ступенів Монастириської міської ради
","113","0","0","113","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Кам'янківський ліцей Підволочиської селищної ради Тернопільської області,"200","0","0","200","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Качанівський ліцей Підволочиської селищної ради  Тернопільської області,"90","0","0","90","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Кошляківська початкова школа Скориківської сільської ради Тернопільcької області,"13","0","0","13","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Магдалівський заклад загальної середньої освіти І-ІІІ ступенів імені родини Голоядів Скалатської міської ради  Тернопільської області,"71","0","0","71","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Новосільський ліцей імені Мирона Зарицького Скориківської сільської ради Тернопільської області,"220","0","0","220","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Оріховецький ліцей Підволочиської селищної ради Тернопільської області,"85","0","0","85","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Підволочиський ліцей Підволочиської селищної ради Тернопільської області,"489","0","0","489","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Скориківський ліцей Скориківської сільської ради Тернопільської області,"218","0","0","218","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Староскалатський заклад загальної середньої освіти І-ІІІ ступенів Скалатської міської ради Тернопільської області,"136","0","0","136","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Богданівська початкова школа Підволочиської селищної ради Тернопільської області,"9","0","0","9","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Галущинська гімназія Підволочиської селищної ради Тернопільської області,"42","0","0","42","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Городницька загальноосвітня школа І-ІІ ступенів,"58","0","0","58","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Клебанівська початкова школа Підволочиської  селищної  ради  Тернопільської області,"4","0","0","4","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Лисичинська гімназія Скориківської сільської ради Тернопільської області,"65","0","0","65","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Лозівська гімназія  Скориківської сільської ради  Тернопільської області.,"32","0","0","32","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Пальчинська  початкова школа  філія  Скориківського ліцею Скориківської сільської ради Тернопільської області,"36","0","0","36","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Супранівська гімназія Підволочиської селищної ради Тернопільської області,"78","0","0","78","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Голгочанська загальноосвітня школа І-ІІІ ступенів Підгаєцької міської ради Тернопільської області,"149","0","0","149","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Завалівська загальноосвітня школа І-ІІІ ступенів Підгаєцької міської ради Тернопільської області,"94","0","0","94","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Новосілківська загальноосвітня школа І-ІІІ ступенів Підгаєцької міської ради Тернопільської області,"102","0","0","102","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Опорний заклад ""Підгаєцька загальноосвітня школа І-ІІІ ступенів Підгаєцької міської ради Тернопільської області""","361","0","0","361","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Шумлянська гімназія Саранчуківської сільської ради,"39","0","0","39","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Підгаєцька гімназія імені Маркіяна Паславського Підгаєцької міської ради Тернопільської області,"123","0","0","123","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Вербівська загальноосвітня школа І-ІІ ступенів Підгаєцької міської ради Тернопільської області ,"48","0","0","48","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Гнильченська  загальноосвітня  школа  І-ІІ ст Підгаєцької  міської  ради Тернопільської  області  ,"39","0","0","39","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Мирненська загальноосвітня школа І-ІІ ступенів Підгаєцької міської ради Тернопільської області ,"41","0","0","41","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Мужилівська загальноосвітня школа І-ІІ ступенів Підгаєцької міської ради Тернопільської області,"83","0","0","83","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Носівська загальноосвітня школа І-ІІ ступенів Підгаєцької міської ради Тернопільської області,"46","0","0","46","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Поплавська загальноосвітня школа І-ІІ ступенів, філія опорного закладу ""Підгаєцька загальноосвітня школа І-ІІІ ступенів Підгаєцької міської ради Тернопільської області""","54","0","0","54","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Сільцівська загальноосвітня школа І-ІІ ступенів Підгаєцької міської ради Тернопільської області ,"46","0","0","46","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Угринівська загальноосвітня школа І-ІІ ступенів Підгаєцької міської ради Тернопільської області,"50","0","0","50","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Бенівська гімназія Золотниківської сільської ради Тернопільського району Тернопільської області,"60","0","0","60","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Вишнівчицька  опорна загальноосвітня школа І-ІІІ ступенів Золотниківської сільської ради Тернопільського району Тернопільської області,"149","0","0","149","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Дарахівський заклад загальної середньої освіти І-ІІІступенів Микулинецької селищної ради,"205","0","0","205","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Золотниківська загальноосвітня школа І-ІІІ ступенів Золотниківської сільської ради Тернопільського району Тернопільської області,"139","0","0","139","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Кобиловолоцька ЗОШ І-ІІІ ступенів Теребовлянської міської ради Тернопільської області,"131","0","0","131","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Струсівський заклад загальної середньої освіти І-ІІІ ступенів імені Степана Будного Микулинецької селищної ради,"97","0","0","97","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Микулинецький опорний заклад загальної середньої освіти  І-ІІІ ступенів Микулинецької селищної ради,"417","0","0","417","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Бурканівська гімназія Золотниківської сільської ради Тернопільського району Тернопільської області,"46","0","0","46","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Варваринська гімназія Микулинецької селищної ради ,"65","0","0","65","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Філія опорного закладу Теребовлянська загальноосвітня школа І-ІІІ ступенів № 1 Теребовлянської міської ради Тернопільської області Гумниська загальноосвітня школа I-IІ ступенів»,"35","0","0","35","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Кровинківська загальноосвітня школа І - ІІ ступенів - філія опорного закладу Лошнівської загальноосвітньої школи І - ІІІ ступенів Теребовлянської міської ради Тернопільської області,"80","0","0","80","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Ладичинська   гімназія   Микулинецької  селищної  ради,"122","0","0","122","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Різдвянська гімназія Микулинецької селищної ради,"51","0","0","51","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Соколівська загальноосвітня школа І-ІІ ступенів,"130","0","0","130","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Соснівська гімназія Золотниківської сільської ради Тернопільського району,Тернопільської області","40","0","0","40","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Дворічанська початкова школа Микулинецької селищної ради,"21","0","0","21","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Залав'євська загальноосвітня школа І ступеня - філія Теребовлянської загальноосвітньої школи І-ІІІ ступенів №1 Теребовлянської міської ради Тернопільської області,"10","0","0","10","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
ТЕРНОПІЛЬСЬКА УКРАЇНСЬКА ГІМНАЗІЯ ІМ.І.ФРАНКА ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ,"745","0","0","745","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Тернопільський класичний ліцей Тернопільської міської ради,"577","0","0","577","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Тернопільський технічний ліцей,"146","0","0","146","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Відокремлений структурний підрозділ ""Гімназія ""Гармонія""  Галицького фахового коледжу імені В'ячеслава  Чорновола""","141","0","0","141","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Тернопільський навчально-виховний комплекс ,,Школа-ліцей №6 ім. Н. Яремчука""","1175","0","0","1175","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
"Тернопільський навчально-виховний комплекс ""Школа-колегіум Патріарха Йосифа Сліпого"" Тернопільської міської ради Тернопільської області","516","0","0","516","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
Тернопільська загальноосвітня школа І-ІІІ ступенів №13 імені Андрія Юркевича Тернопільської міської ради Тернопільської області,"816","0","0","816","100","0","0",очно,Тернопільська область,Тернопільський район,UA61040000000090285
